id,reference,label,strain,media,temperature,cell_count,end_lost,omit_count,end_single,end_small_bud,end_large_bud,end_cluster,lifespans,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,endCode,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
16,"11","fob1","JD568","0.05% D",30,20,0,0,18,2,0,0,31,34,33,33,25,39,36,33,51,63,42,30,34,32,33,5,31,31,8,38,U,U,U,U,U,S,U,U,U,U,U,U,S,U,U,U,U,U,U,U,
17,"16","rad53 fob1","JD1087","0.05% D",30,20,0,0,10,10,0,0,1,5,3,4,10,6,2,4,4,0,0,8,4,9,2,0,1,1,2,2,U,S,S,S,S,S,S,U,U,U,U,S,S,S,S,U,U,U,U,U,
18,"11","fob1","YCM74","0.05% D",30,20,0,0,20,0,0,0,39,29,61,49,38,21,45,35,42,59,59,43,30,22,43,28,27,58,61,63,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,
19,"8","rad53 fob1","JD1087","YPD",30,20,0,0,11,3,3,3,21,9,23,11,2,4,7,9,16,15,3,6,4,4,1,2,2,6,1,3,U,U,C,U,U,U,U,U,U,U,U,C,U,S,S,L,S,L,L,C,
20,"8","fob1","JD568","YPD",30,20,0,0,18,2,0,0,53,33,29,27,49,37,29,42,28,25,46,30,46,22,51,45,20,12,29,15,U,U,U,U,U,U,U,U,U,U,U,S,U,S,U,U,U,U,U,U,
21,"8","rad53 fob1","JD1087","YPD",30,20,0,0,4,11,1,2,9,4,8,10,5,4,8,8,7,2,10,7,6,1,2,1,8,6,2,4,,,S,S,S,S,S,L,U,S,S,C,C,U,U,S,S,U,S,S,
22,"8","fob1","YCM74","YPD",30,20,1,0,15,1,3,0,32,14,18,11,16,27,21,24,40,25,42,,51,48,24,18,24,32,18,29,L,U,U,L,S,U,U,U,U,U,U,,U,U,U,L,U,U,U,U,
23,"8","sir2 fob1","KK144","YPD",30,20,0,0,12,4,1,3,20,10,62,32,19,28,23,18,41,21,7,29,22,11,24,29,21,40,39,5,U,U,U,U,C,S,C,U,U,S,C,U,S,S,L,U,U,U,U,U,
24,"23","sir2 fob1 YAP1OX","JD853","YPD",30,20,0,0,7,8,0,5,14,14,21,29,19,13,15,17,23,24,36,24,23,26,29,21,16,42,20,30,S,S,U,S,S,C,C,U,C,C,U,S,S,S,U,S,C,U,U,U,
25,"8","sir2 fob1","KK144","YPD",30,20,0,0,8,1,4,7,33,29,34,19,26,26,17,33,22,34,18,27,27,25,41,40,35,33,19,26,U,C,U,U,U,C,C,C,L,L,U,U,L,U,U,C,S,C,L,C,
26,"23","sir2 fob1 YAP1OX","JD854","YPD",30,20,1,0,7,2,6,4,27,22,40,37,19,27,28,27,39,,26,14,30,3,4,22,27,24,26,14,S,U,C,C,S,U,U,L,C,,U,L,U,U,U,L,L,L,C,L,
27,"8","gzf3","DC:133G10","YPD",30,20,0,0,16,1,3,0,31,30,18,29,15,20,37,43,49,15,33,33,45,16,13,10,51,4,33,8,U,U,U,U,U,S,U,U,L,U,L,L,U,U,U,U,U,U,U,U,
28,"31","los1","JD662","YPD",30,20,1,0,15,2,0,2,,30,10,42,48,49,36,51,15,17,31,39,46,26,43,8,35,53,41,54,,U,U,U,U,U,U,C,U,U,U,U,C,S,U,S,U,U,U,U,
29,"31","los1 mtr10","JD1021","YPD",30,20,0,0,10,5,1,4,40,20,6,7,23,16,4,27,23,4,12,6,2,1,5,10,7,19,8,12,S,S,U,U,C,U,U,S,C,S,C,L,C,S,U,U,U,U,U,U,
30,"31","mtr10","JD1015","YPD",30,20,0,0,13,2,2,3,7,21,4,3,1,5,3,4,8,9,11,16,14,14,26,8,10,10,10,0,U,C,U,U,L,U,L,U,U,U,U,C,U,U,S,S,U,C,U,U,
31,"8","WT","JD558","YPD",30,20,0,0,17,1,2,0,24,41,81,17,40,21,33,43,15,33,29,43,16,37,44,29,39,50,39,36,S,U,U,U,U,U,U,U,U,U,U,U,U,U,L,U,U,U,U,L,
