id,reference,label,strain,media,temperature,cell_count,end_lost,omit_count,end_single,end_small_bud,end_large_bud,end_cluster,lifespans,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,endCode,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
26,"17","vma5","JS359","0.005% D",30,20,0,0,19,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,U,U,U,U,U,U,U,U,U,U,U,U,S,U,U,U,U,U,U,U,
27,"17","vma21","JS270","0.005% D",30,20,0,0,19,1,0,0,0,0,2,0,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,S,U,
28,"17","vma6","JS361","0.005% D",30,20,0,0,20,0,0,0,0,0,1,1,6,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,
29,"17","vma6","JS361","0.5% D",30,20,0,0,13,6,1,0,0,1,1,0,0,0,4,0,0,0,0,1,0,5,0,2,7,1,1,1,U,U,U,S,U,U,U,U,U,L,U,U,U,U,U,S,S,S,S,S,
30,"17","vma5","JS358","0.5% D",30,20,0,0,18,0,1,1,3,1,0,7,11,4,1,2,7,1,0,5,0,1,1,24,4,1,5,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,C,L,U,U,U,U,
31,"17","BY4742","GS2422","0.5% D",30,20,0,0,10,5,5,0,36,16,25,39,44,12,33,38,3,38,19,34,49,50,13,43,46,43,38,37,U,U,S,S,U,L,U,U,S,L,L,L,U,U,L,S,U,U,S,U,
32,"17","vma21","JS270","0.5% D",30,20,0,0,17,3,0,0,2,1,0,3,2,1,1,0,3,1,15,1,6,2,4,1,0,0,0,6,U,U,U,U,U,U,U,U,U,U,U,S,U,U,S,S,U,U,U,U,
33,"17","vma5","JS359","0.5% D",30,20,0,0,13,7,0,0,1,0,4,0,4,2,0,1,0,0,14,1,10,2,7,0,5,2,0,0,U,U,S,U,U,U,U,U,U,S,S,S,U,U,U,S,S,S,U,U,
34,"17","vma21","JS270","0.5% D",30,20,0,0,16,3,0,1,0,1,0,2,0,1,1,0,1,0,0,4,0,0,1,0,0,0,0,2,U,U,U,U,U,U,C,U,S,S,U,U,U,U,U,U,U,U,U,S,
35,"17","vma6","JS361","0.5% D",30,20,0,0,17,3,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,2,1,U,U,U,U,U,S,U,U,U,U,U,U,U,U,S,U,U,S,U,U,
