id,reference,label,strain,media,temperature,cell_count,end_lost,omit_count,end_single,end_small_bud,end_large_bud,end_cluster,lifespans,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,endCode,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,"17","phb1","JS16 ","0.1% D",30,20,0,0,14,4,2,0,20,24,27,35,27,20,28,35,19,20,17,15,17,41,28,2,14,25,16,22,S,S,U,U,S,U,U,U,U,U,U,L,U,U,S,L,U,U,U,U,
2,"17","phb2","JS11 ","0.1% D",30,20,0,0,15,2,0,3,21,22,22,25,37,13,21,39,16,27,29,25,19,22,29,33,22,18,21,13,U,U,U,C,U,C,U,U,S,U,C,U,U,U,U,S,U,U,U,U,
3,"17","BY4742","GS2422 ","0.1% D",30,20,0,0,12,4,1,3,39,27,26,10,40,20,33,37,45,33,22,47,27,25,21,32,25,9,37,22,S,C,U,L,S,S,U,C,U,U,U,U,U,S,U,U,C,U,U,U,
4,"17","por1","BW71","0.1% D",30,20,0,0,19,0,1,0,17,50,16,20,8,18,32,32,17,9,27,32,28,12,25,26,31,5,29,24,U,U,U,U,U,U,U,U,U,U,U,U,U,L,U,U,U,U,U,U,
5,"17","por1","BW71","0.1% D",30,20,0,0,18,1,0,1,23,27,25,38,23,26,17,19,14,43,29,28,24,16,22,15,22,22,30,12,C,U,U,U,S,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,
6,"17","phb1","JS16 ","0.1% D",30,20,0,0,19,1,0,0,25,10,24,11,40,18,35,10,19,15,32,20,32,26,32,28,20,23,32,16,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,S,U,
7,"17","phb2","JS11 ","0.1% D",30,20,0,0,16,3,1,0,18,18,40,21,20,20,33,37,19,25,29,8,20,27,31,25,25,34,28,24,L,S,U,U,U,U,U,U,U,U,U,S,U,U,S,U,U,U,U,U,
8,"17","phb1","JS16 ","0.05% D",30,20,0,0,18,0,0,2,35,14,21,22,41,16,18,41,32,43,13,24,13,12,32,35,20,25,18,38,U,U,U,U,U,U,U,U,U,C,U,C,U,U,U,U,U,U,U,U,
9,"17","phb2","JS11 ","0.05% D",30,20,1,0,16,2,0,1,37,26,20,12,24,33,40,15,18,38,33,25,16,26,17,,14,30,19,26,U,U,U,U,U,U,U,U,U,C,U,U,U,U,U,,U,S,S,U,
10,"17","BY4742","GS2422 ","0.05% D",30,20,0,0,12,5,2,1,20,29,15,26,24,43,37,32,5,38,23,27,27,17,49,28,31,26,18,37,U,U,C,S,L,U,U,U,U,U,S,U,U,S,U,L,U,S,U,S,
11,"17","por1","BW71","0.05% D",30,20,0,0,19,0,1,0,16,25,11,22,20,21,35,4,16,24,11,11,27,17,24,22,25,22,32,30,L,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,
12,"17","por1","BW71","0.05% D",30,20,0,0,20,0,0,0,16,32,32,20,33,20,18,55,14,34,15,21,18,16,33,51,14,11,12,15,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,
13,"17","phb1","JS16 ","0.05% D",30,20,0,0,18,2,0,0,23,24,33,27,21,27,17,24,22,15,27,29,43,28,38,30,23,25,15,10,U,U,U,U,S,U,U,U,U,U,U,U,U,U,S,U,U,U,U,U,
14,"17","phb2","JS11 ","0.05% D",30,20,0,0,19,0,0,1,19,34,57,19,22,19,14,11,26,28,19,2,41,16,33,29,35,43,25,20,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,C,U,U,
15,"17","phb1","JS16 ","YPD",30,20,0,0,18,1,0,1,12,17,14,18,18,16,17,18,10,15,10,16,13,13,16,19,15,17,11,12,U,U,U,U,C,U,U,S,U,U,U,U,U,U,U,U,U,U,U,U,
16,"17","phb2","JS11 ","YPD",30,20,0,0,18,1,1,0,4,3,13,15,21,16,18,18,15,17,14,15,23,10,7,35,13,26,16,8,U,U,U,U,U,U,U,U,U,U,U,U,U,S,U,U,U,L,U,U,
17,"17","BY4742","GS2422 ","YPD",30,20,0,0,17,1,0,2,36,22,49,23,32,38,28,41,26,48,22,34,25,48,33,41,54,46,46,49,U,U,U,U,U,U,U,U,U,U,U,C,C,U,U,U,S,U,U,U,
