id,reference,label,strain,media,temperature,cell_count,end_lost,omit_count,end_single,end_small_bud,end_large_bud,end_cluster,lifespans,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,endCode,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,"8","atg32 phb2","JS958","YPD",30,20,0,0,20,0,0,0,10,9,9,14,17,9,22,10,11,16,12,14,11,19,13,11,15,9,8,17,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,
2,"8","atg32 phb2","JS959","YPD",30,20,0,0,20,0,0,0,5,13,15,10,12,20,19,13,19,20,9,14,10,10,12,9,13,14,16,12,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,
3,"8","atg32 phb2","JS962","YPD",30,20,0,0,19,1,0,0,1,16,13,11,12,11,11,8,10,12,9,9,7,11,15,9,15,12,6,15,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,S,U,U,U,U,
4,"8","atg32 phb2","JS958","0.05% D",30,20,0,0,13,6,1,0,39,29,17,36,18,40,25,15,52,48,25,18,22,41,13,25,11,16,17,39,U,U,U,U,S,U,L,S,U,U,U,S,U,U,S,U,U,S,S,U,
5,"8","atg32 phb2","JS959","0.05% D",30,20,0,0,16,4,0,0,29,36,37,12,18,17,23,15,48,4,48,31,32,30,49,5,27,41,27,40,U,U,U,U,U,U,S,S,U,U,U,S,U,U,U,U,U,S,U,U,
6,"8","atg32 phb2","JS962","0.05% D",30,20,0,0,15,3,1,1,37,17,26,52,15,46,33,20,22,9,16,6,29,22,23,8,32,35,28,35,U,U,U,U,S,C,U,U,U,U,U,L,U,U,S,U,U,U,U,S,
7,"8","atg32","JS991","YPD",30,20,0,0,15,4,1,0,14,8,13,24,24,31,49,32,18,24,20,34,17,17,21,19,25,20,34,38,S,U,U,S,U,S,U,U,U,S,U,U,U,U,U,U,L,U,U,U,
8,"8","BY4742","GS2422","YPD",30,20,1,0,15,4,0,0,45,22,29,30,29,35,41,16,25,34,34,25,36,24,26,38,16,27,27,,U,U,U,U,U,U,U,S,U,U,U,S,U,S,S,U,U,U,U,,
9,"8","phb2","JS11","YPD",30,20,0,0,18,0,1,1,17,19,12,11,13,12,11,12,14,9,12,14,16,16,19,15,16,15,12,13,U,U,U,U,U,U,L,U,U,U,U,U,U,C,U,U,U,U,U,U,
10,"8","atg32","JS991","0.05% D",30,20,0,0,8,9,0,3,29,30,22,26,37,48,20,18,16,19,22,22,23,27,36,26,31,32,11,28,U,U,S,S,C,U,S,U,S,S,C,U,S,S,S,C,U,S,U,U,
11,"8","BY4742","GS2422","0.05% D",30,20,0,0,9,4,5,2,3,41,39,14,38,32,36,9,44,18,51,57,44,34,34,32,21,21,13,38,L,U,U,S,L,L,C,L,U,U,U,S,U,C,U,U,U,S,S,L,
12,"8","phb2","JS11","0.05% D",30,20,1,0,16,1,2,0,34,39,29,14,19,15,39,25,24,24,24,14,37,17,21,37,21,26,25,,S,U,U,U,U,U,U,U,U,U,U,L,U,L,U,U,U,U,U,,
13,"8","atg13","JS641","YPD",30,20,0,0,16,3,0,1,36,34,22,24,34,27,23,27,18,24,30,8,26,26,16,28,36,21,18,23,U,U,U,S,U,U,U,S,U,U,S,U,U,U,U,U,U,U,U,C,
