id,reference,label,strain,media,temperature,cell_count,end_lost,omit_count,end_single,end_small_bud,end_large_bud,end_cluster,lifespans,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,endCode,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
11,"1,2 ","isw2","BR2346","YPD",30,20,0,0,10,3,3,4,27,23,39,27,35,44,27,21,49,50,33,46,13,30,32,26,32,27,46,35,C,U,U,U,C,C,C,U,U,U,U,U,U,S,S,S,L,U,L,L,
12,"1,2 ","isw2","BR2346","YPD",30,20,0,0,14,2,2,2,43,33,39,36,47,15,9,38,44,29,22,31,31,36,35,24,46,45,34,21,U,U,S,U,U,U,L,U,U,U,S,L,C,C,U,U,U,U,U,U,
13,"1,2 ","vms1","BR2450","YPD",30,20,0,0,17,1,2,0,11,25,47,38,59,26,54,18,43,43,39,49,25,28,36,5,46,14,41,30,U,U,U,U,U,L,L,U,U,U,U,U,U,U,U,S,U,U,U,U,
14,"1,2 ","vms1","BR2450","YPD",30,20,0,0,13,5,1,1,18,13,27,27,21,10,32,27,14,37,45,42,47,38,29,17,46,31,48,47,S,C,S,U,S,S,U,U,U,U,U,U,U,U,L,U,U,U,S,U,
15,"1,2 ","isw2 vms1","ST2650","YPD",30,20,0,0,13,5,0,2,67,37,37,30,32,16,18,35,31,30,38,24,30,38,34,49,39,29,43,50,U,S,S,U,U,C,S,U,U,U,S,U,C,U,U,U,U,U,S,U,
16,"1,2 ","isw2 vms1","ST2650","YPD",30,20,0,0,16,2,0,2,28,56,43,42,15,36,32,28,39,12,28,33,19,32,33,33,53,55,30,44,U,U,C,U,U,U,U,U,U,U,C,U,U,U,S,S,U,U,U,U,
17,"1,2 ","tpd3","DC:171C1","YPD",30,20,0,0,13,3,2,2,13,1,11,21,21,20,13,17,11,2,12,10,14,3,16,12,13,5,5,18,S,U,C,U,U,U,U,U,U,L,U,S,U,S,C,U,U,U,L,U,
18,"1,2 ","tpd3","DC:171C1","YPD",30,20,0,0,8,3,7,2,5,8,2,6,6,24,2,16,15,15,20,1,12,15,13,22,4,2,16,15,S,L,L,U,U,U,L,U,C,L,U,S,U,U,U,C,L,L,S,L,
19,"1,2 ","rts1","DC:105H8","YPD",30,20,0,0,12,2,2,4,50,43,54,36,28,20,46,41,16,49,42,36,24,47,2,10,22,23,22,36,U,U,C,L,U,U,U,U,L,U,U,S,U,U,U,C,C,U,C,S,
20,"1,2 ","rts1","DC:105H8","YPD",30,20,0,0,12,3,2,3,20,33,32,41,46,49,35,47,50,50,26,23,14,35,47,40,4,8,33,35,L,C,U,U,U,U,U,U,U,U,U,S,C,U,S,U,L,U,C,S,
21,"1,2 ","gpm2","DC:146D9","YPD",30,20,0,0,15,1,1,3,25,21,42,31,54,17,27,24,35,18,25,15,20,29,52,13,32,26,21,39,C,U,U,U,U,U,S,C,L,U,U,U,U,U,U,U,U,C,U,U,
22,"1,2 ","gpm2","DC:146D9","YPD",30,20,0,0,13,2,4,1,24,24,36,7,11,44,26,37,12,10,21,23,38,46,33,23,23,31,39,33,U,U,L,U,L,S,S,U,U,U,U,U,L,U,C,U,L,U,U,U,
